1.000000000000000000e+00,7.472733940770068806e-01,3.776969264506199186e-01,1.127465051845855992e+00,6.373365657261101380e-02,1.926171318929007781e-01,-1.165986128991685300e+00,5.725123896326694134e-02,-4.684490709697887723e-01,2.297727836028299123e-02,8.019280440794192000e-01,-2.594139574034865170e+00,3.725487723568159937e-01,5.156008177275120397e-02,1.253520348154814945e+00,2.194225846701695626e-01,9.001126215653625362e-01
1.000000000000000000e+00,-7.899416815291400162e-01,-1.207053610734760918e+00,4.357842681831951559e-01,-6.843767954154609257e-01,1.395718001486798254e+00,2.751550829784579211e-01,1.225353565992753219e-01,-8.001664529693955918e-01,1.454919422176633725e+00,1.182627867667261023e+00,2.287424155955144922e+00,1.804235171099852320e+00,8.794319107337577046e-01,-7.977072121997090814e-01,-5.011594237742989649e-02,-8.003844651963295531e-01
1.000000000000000000e+00,2.843382340811682618e-01,3.633901055193646257e-01,-9.852135999161645286e-01,-6.261635754041958712e-01,-1.573100725444836756e-01,-1.967751996201665410e+00,1.091355755984683151e+00,-1.451994998214339860e+00,-6.649326045406127317e-03,1.397176378702652544e-01,4.677402898207327908e-01,9.436824116708156795e-01,2.862732367399801969e+00,1.308418314177496988e+00,-6.823210671022711393e-01,-4.763678250975068584e-01
1.000000000000000000e+00,5.833516899301154357e-01,-1.312676991500791486e-02,-4.097977926034009344e-01,5.490512576622283980e-01,2.617707018667283503e-01,2.117566829753903868e+00,-9.433523845395245244e-01,-2.541919392390420418e-01,-4.669495307286816166e-01,-3.503098544549707594e-01,-1.069688138072164701e-01,-5.064067811627809279e-01,-1.201063412950906129e+00,-1.901482327565558572e+00,-1.036306758726683430e+00,7.094808817265506329e-02
1.000000000000000000e+00,1.002913922056424489e+00,-7.470239812187202677e-01,2.709325682961867265e-01,-8.615195941188845685e-01,-2.745702049086196084e+00,3.063081551790536317e-01,9.267888481103718767e-01,4.881193840572587567e-02,-1.405011391138527355e+00,-7.583674693697916025e-01,1.772955555233862723e-02,-4.296457515316718934e-01,1.484307062893717166e-01,-8.040471446898354857e-02,-1.034905223022131171e-01,-4.083419032623634981e-02
1.000000000000000000e+00,-1.023237895866152325e+00,1.596335654177795549e+00,-2.777627968490723465e-01,-3.866422771257739810e-01,2.036820642048888352e+00,1.064854250737376162e+00,-1.869883490854711283e+00,-4.600647698993541868e-01,1.152308624995096897e+00,-7.281321459282417141e-01,1.020367576346212779e+00,-1.752534221968334194e+00,-2.973007564803262781e-01,-2.216080704583472283e+00,-1.987304867898028737e+00,9.170193211530675015e-01
1.000000000000000000e+00,1.164710516981651178e+00,-8.041135122811233771e-01,6.397299488084308150e-01,-5.394319098896449560e-01,3.514951736365243273e-01,5.117517953492560778e-01,-2.383970430192959011e-01,-4.183612714145443778e-01,8.617837507729508850e-01,-2.079429737638453513e-01,-4.676908604365760391e-01,9.314701172647786853e-01,6.360862136965479419e-01,1.053878089154388187e+00,-8.680296309542619992e-01,4.887764329865879054e-01
1.000000000000000000e+00,2.589733266105270215e-01,6.942815469292774599e-01,-1.051819704645250653e+00,-9.837062360473219913e-01,-1.027264935068745277e+00,3.944310123337675389e-01,1.311990611394094008e+00,8.003502999448560695e-01,1.018232897427680417e+00,-1.630825843386352059e-02,-8.246119442201341743e-01,6.334314345986904460e-01,4.278706369765336026e-01,1.005516882061100042e-01,-6.270599139694281732e-01,-3.456776170267855108e-01
1.000000000000000000e+00,-1.247903219399105756e+00,-1.913316281782948103e+00,7.821754465402068479e-02,-7.749705851947332746e-01,5.566875906083614822e-01,3.766335621267988265e-01,1.762209308342802538e-01,9.042987031347446969e-01,-8.578130762050729663e-01,8.565908695235099901e-02,-1.170680519544401443e+00,5.610733141883964548e-01,-9.843741320282152207e-01,7.324829101940714265e-03,1.420358363339870866e+00,4.398681075378993999e-01
1.000000000000000000e+00,6.127004622381510002e-01,1.178877864832511113e+00,-6.594819128127357710e-02,-2.368502585209210309e+00,1.238006331096468848e+00,-4.974423659033865852e-01,-3.650146027828957696e-01,-1.509169028108226618e+00,1.152313818335495704e-01,1.084955298651922723e-01,2.387612064486690944e+00,8.531108131604863143e-01,-8.717213470784035412e-01,2.243437758752492017e-01,-2.486575166356966571e-01,2.816377732796073174e-01
